Student_ID,Gender,Grade_Level,Study_Hours,Attendance (%),Exam_Score,Parent_Education,Satisfaction_Level,Extra_Curricular,Internet_Access,Daily_Screen_Time,Part_Time_Job,Health_Status
2263,Male,12,3.47,76,77,PhD,Satisfied,Yes,No,2.55,No,Excellent
2264,Female,10,4.95,90,68,Bachelor's,Neutral,Yes,No,1.1,No,Good
2265,Female,9,3.39,82,75,Master's,Very Satisfied,No,Yes,1.36,No,Poor
2266,Female,9,2.51,83,78,Master's,Very Satisfied,No,Yes,2.1,Yes,Good
2267,Male,10,1.51,74,54,Bachelor's,Satisfied,Yes,No,2.67,No,Poor
2268,Female,11,0.6,72,77,High School,Very Satisfied,Yes,Yes,3.76,No,Excellent
2269,Male,10,1.66,90,75,Master's,Satisfied,No,Yes,2.48,No,Excellent
2270,Male,9,0.05,91,87,Bachelor's,Unsatisfied,Yes,Yes,4.51,No,Average
2271,Male,11,1.51,89,62,Bachelor's,Unsatisfied,No,Yes,3.65,No,Average
2272,Female,9,3.15,72,48,Bachelor's,Satisfied,Yes,Yes,4.02,Yes,Average
2273,Male,11,2.43,83,69,High School,Neutral,Yes,Yes,5.71,No,Average
2274,Female,12,1.22,81,79,Master's,Neutral,No,Yes,2.23,No,Average
2275,Male,11,2.93,86,64,High School,Very Satisfied,Yes,Yes,4.63,No,Average
2276,Male,10,4.76,73,82,Bachelor's,Satisfied,Yes,Yes,3.98,Yes,Good
2277,Female,10,4.77,89,71,PhD,Very Satisfied,Yes,Yes,3.5,Yes,Average
2278,Male,10,2.21,95,53,High School,Satisfied,Yes,Yes,5.33,Yes,Excellent
2279,Female,12,1.54,81,93,High School,Unsatisfied,No,Yes,5.32,No,Excellent
2280,Male,9,3.57,75,70,Bachelor's,Unsatisfied,No,Yes,2.58,No,Good
2281,Female,10,2.08,77,89,Master's,Very Satisfied,No,Yes,3.73,No,Excellent
2282,Female,11,0.94,100,87,Bachelor's,Very Satisfied,Yes,No,4.42,No,Average
2283,Male,12,4.64,80,72,Bachelor's,Unsatisfied,Yes,Yes,3.59,No,Poor
2284,Female,9,0.85,79,82,Bachelor's,Satisfied,Yes,Yes,4.88,No,Good
2285,Female,12,4.94,73,69,High School,Neutral,No,No,4.42,No,Good
2286,Female,11,2.77,71,83,Bachelor's,Satisfied,No,No,6.75,No,Good
2287,Female,11,1.91,83,68,Bachelor's,Unsatisfied,No,Yes,1.7,No,Excellent
2288,Female,9,1.82,84,71,Bachelor's,Satisfied,Yes,Yes,3.82,No,Excellent
2289,Male,11,2.44,77,79,Master's,Satisfied,Yes,Yes,2.64,No,Good
2290,Male,9,5.48,86,89,Bachelor's,Satisfied,Yes,Yes,4.91,No,Good
2291,Male,11,0.91,86,58,Bachelor's,Unsatisfied,Yes,Yes,1.57,No,Poor
2292,Female,12,0.78,77,92,Bachelor's,Satisfied,Yes,Yes,4.52,No,Average
2293,Male,10,4.43,87,52,PhD,Satisfied,No,Yes,3.05,Yes,Good
2294,Female,10,2.71,88,77,Master's,Satisfied,Yes,Yes,2.9,Yes,Good
2295,Female,11,0.23,76,74,Bachelor's,Neutral,Yes,Yes,1.83,No,Good
2296,Male,12,3.8,63,72,High School,Satisfied,Yes,No,3.3,Yes,Average
2297,Female,9,3.21,93,85,Master's,Neutral,No,Yes,5.63,No,Good
2298,Female,9,3.87,77,46,Bachelor's,Satisfied,Yes,No,3.96,No,Average
2299,Female,11,2.41,95,95,Bachelor's,Satisfied,No,No,4.94,No,Good
2300,Male,10,4.07,89,80,Master's,Very Satisfied,No,Yes,6.5,No,Average
2301,Male,10,2.17,83,100,Master's,Satisfied,Yes,Yes,4.4,No,Poor
2302,Female,12,1.59,100,70,Master's,Satisfied,No,Yes,3.16,Yes,Average
2303,Male,11,4.99,70,83,Bachelor's,Satisfied,Yes,Yes,4.7,Yes,Average
2304,Female,12,1.89,70,78,Master's,Very Satisfied,Yes,Yes,3.18,No,Excellent
2305,Male,9,4.51,76,52,Master's,Satisfied,No,Yes,3.24,No,Poor
2306,Male,11,2.86,84,83,High School,Very Satisfied,No,No,1.72,No,Average
2307,Male,9,4.42,84,100,Master's,Very Satisfied,Yes,Yes,5.39,Yes,Good
2308,Female,9,3.34,81,50,PhD,Very Satisfied,Yes,Yes,3.42,No,Good
2309,Male,12,2.61,81,89,Master's,Satisfied,Yes,Yes,4.27,No,Poor
2310,Female,12,3.69,73,77,Bachelor's,Satisfied,Yes,Yes,2.45,Yes,Poor
2311,Male,10,4.01,100,88,Bachelor's,Neutral,Yes,No,4.65,Yes,Excellent
2312,Female,11,4.14,85,80,Master's,Neutral,Yes,Yes,2.86,No,Good
2313,Male,10,4.87,71,69,High School,Satisfied,Yes,Yes,3.79,No,Average
2314,Male,12,1.84,88,93,Master's,Very Satisfied,No,Yes,5.32,No,Good
2315,Male,9,2.1,61,68,High School,Very Satisfied,Yes,Yes,5.19,No,Average
2316,Female,12,4.37,90,81,Master's,Satisfied,Yes,Yes,3.97,No,Average
2317,Female,12,2.58,72,82,Bachelor's,Neutral,Yes,Yes,1.35,No,Good
2318,Female,9,1.75,100,83,Bachelor's,Very Satisfied,No,Yes,8.49,No,Excellent
2319,Male,11,2.13,78,73,Bachelor's,Satisfied,Yes,No,6.62,No,Average
2320,Female,9,2.64,96,77,PhD,Satisfied,Yes,No,5.08,Yes,Excellent
2321,Female,9,1.9,100,75,Bachelor's,Very Satisfied,Yes,Yes,2.87,No,Average
2322,Male,10,4.15,78,80,Master's,Satisfied,No,Yes,3.83,No,Average
2323,Female,12,3.47,66,100,Bachelor's,Satisfied,Yes,Yes,3.18,No,Poor
2324,Male,10,4.94,81,58,Bachelor's,Satisfied,No,Yes,5.9,No,Average
2325,Male,11,3.52,85,80,Master's,Very Satisfied,No,Yes,4.39,No,Excellent
2326,Male,12,3.29,90,96,Bachelor's,Very Satisfied,No,Yes,2.82,No,Good
2327,Female,12,3.85,74,95,Bachelor's,Very Satisfied,No,Yes,3.29,No,Poor
2328,Female,11,5.46,100,58,High School,Satisfied,Yes,Yes,5.68,No,Excellent
2329,Female,11,3.36,64,83,High School,Satisfied,Yes,Yes,6.4,No,Excellent
2330,Male,9,2.18,100,63,Master's,Neutral,No,Yes,6.29,No,Good
2331,Male,11,0.47,80,45,Bachelor's,Neutral,Yes,Yes,5.14,No,Excellent
2332,Male,11,4.13,64,75,Bachelor's,Satisfied,Yes,Yes,3.62,No,Average
2333,Female,11,0,81,99,High School,Neutral,No,No,1,Yes,Excellent
2334,Male,10,3.54,76,74,Master's,Satisfied,Yes,Yes,4.45,No,Good
2335,Male,11,3.03,89,54,Master's,Neutral,Yes,Yes,4,No,Excellent
2336,Male,9,3.89,57,65,Bachelor's,Unsatisfied,Yes,Yes,4.21,No,Good
2337,Male,10,2.27,91,75,Master's,Satisfied,Yes,Yes,4.08,Yes,Average
2338,Female,12,0.89,75,77,High School,Satisfied,No,Yes,2.01,Yes,Good
2339,Male,10,2.88,79,67,Bachelor's,Very Satisfied,Yes,Yes,4.84,No,Average
2340,Male,11,4.04,79,73,Master's,Neutral,Yes,Yes,4.95,No,Average
2341,Male,12,6.25,70,47,Bachelor's,Satisfied,Yes,Yes,5.02,No,Average
2342,Male,12,4.18,78,70,Master's,Satisfied,No,Yes,5.42,No,Excellent
2343,Female,10,1.83,82,98,Bachelor's,Satisfied,No,Yes,4.91,Yes,Average
2344,Female,12,4.2,93,53,Bachelor's,Satisfied,Yes,Yes,3.38,Yes,Good
2345,Male,9,1.27,56,62,PhD,Satisfied,No,Yes,3.89,No,Average
2346,Female,11,4.44,90,71,Bachelor's,Neutral,Yes,Yes,4.14,Yes,Excellent
2347,Male,11,2.97,78,78,Master's,Satisfied,No,Yes,4.16,No,Average
2348,Male,10,4.15,68,79,Bachelor's,Satisfied,Yes,Yes,5.5,No,Good
2349,Male,11,4.4,80,85,Bachelor's,Satisfied,No,Yes,4.97,Yes,Excellent
2350,Male,9,7.22,83,80,Bachelor's,Satisfied,Yes,Yes,7.12,No,Good
2351,Female,11,1.89,86,81,High School,Neutral,Yes,Yes,7.31,Yes,Average
2352,Male,9,3.29,74,78,High School,Unsatisfied,Yes,Yes,4.12,Yes,Good
2353,Male,9,5.19,89,89,Master's,Neutral,No,No,1,No,Excellent
2354,Male,12,2.64,92,79,Master's,Very Satisfied,Yes,Yes,5.86,No,Good
2355,Male,9,1.57,88,60,Master's,Neutral,No,Yes,3.19,No,Average
2356,Female,9,2.05,86,79,Master's,Very Satisfied,Yes,Yes,2.8,No,Excellent
2357,Female,12,1.22,95,83,Master's,Satisfied,Yes,Yes,3.4,No,Average
2358,Female,11,1.94,69,72,High School,Unsatisfied,Yes,Yes,3.33,No,Good
2359,Male,12,2.33,86,69,Bachelor's,Very Satisfied,No,Yes,4.92,No,Excellent
2360,Female,11,0,81,70,High School,Unsatisfied,Yes,Yes,1.66,No,Average
2361,Male,12,3.95,78,100,High School,Satisfied,No,Yes,2.38,No,Good
2362,Male,12,0.13,98,71,High School,Satisfied,No,Yes,4.51,Yes,Good
2363,Female,11,4.29,85,92,High School,Unsatisfied,No,Yes,4.93,Yes,Excellent
2364,Female,12,2.42,74,96,High School,Satisfied,Yes,Yes,4.96,No,Average
2365,Male,9,2.83,87,93,Master's,Neutral,No,Yes,2.82,No,Good
2366,Female,12,1.45,90,66,Bachelor's,Satisfied,No,Yes,2.53,No,Excellent
2367,Female,12,2.8,85,52,Bachelor's,Very Satisfied,Yes,Yes,3.24,No,Poor
2368,Male,10,1.83,98,88,High School,Very Satisfied,No,Yes,4.36,No,Average
2369,Female,9,2.91,87,70,Bachelor's,Very Satisfied,Yes,No,6.23,No,Excellent
2370,Female,11,5.03,82,78,Master's,Satisfied,Yes,Yes,1,No,Average
2371,Male,11,4.72,77,98,Bachelor's,Very Satisfied,Yes,Yes,3.67,No,Excellent
2372,Male,12,0.7,100,69,Master's,Neutral,Yes,Yes,2,No,Average
2373,Male,10,2.64,66,68,Bachelor's,Very Satisfied,Yes,Yes,1.52,No,Average
2374,Male,11,1.44,78,72,Master's,Very Satisfied,Yes,Yes,5.45,Yes,Good
2375,Female,12,4.44,87,79,High School,Satisfied,No,Yes,4.82,No,Good
2376,Male,10,1.36,76,100,High School,Unsatisfied,Yes,Yes,4.67,No,Good
2377,Male,12,1.9,100,71,Bachelor's,Satisfied,Yes,Yes,5.38,No,Good
2378,Female,12,3,95,94,Bachelor's,Very Satisfied,Yes,Yes,3.28,Yes,Excellent
2379,Female,9,2.83,81,74,High School,Unsatisfied,Yes,Yes,3.35,No,Average
2380,Male,12,3.51,93,75,High School,Very Satisfied,No,Yes,7.28,No,Good
2381,Female,10,3.93,100,80,Master's,Neutral,Yes,Yes,3.63,Yes,Average
2382,Male,9,3.47,69,35,Master's,Satisfied,No,Yes,5.1,No,Good
2383,Male,12,3.58,84,67,PhD,Satisfied,Yes,Yes,4.01,No,Average
2384,Male,10,3.37,84,91,High School,Satisfied,No,Yes,1.23,No,Average
2385,Female,9,3.13,77,89,Bachelor's,Neutral,Yes,Yes,1,Yes,Good
2386,Male,9,2.67,90,67,High School,Satisfied,Yes,Yes,3.13,No,Poor
2387,Male,9,2.03,85,75,Master's,Satisfied,No,Yes,5.58,No,Poor
2388,Female,11,3.72,82,47,High School,Satisfied,Yes,Yes,5.18,No,Good
2389,Male,11,2.35,92,70,Master's,Satisfied,No,Yes,5.37,No,Good
2390,Male,10,2.63,94,64,Bachelor's,Neutral,No,Yes,2.52,No,Excellent
2391,Male,12,0.69,83,67,High School,Satisfied,Yes,Yes,6.42,Yes,Good
2392,Male,12,1.55,83,82,High School,Satisfied,Yes,Yes,2.55,Yes,Poor
2393,Male,9,2.99,88,100,Master's,Satisfied,Yes,Yes,4.32,No,Good
2394,Female,10,2.49,87,67,High School,Satisfied,No,Yes,3.98,Yes,Poor
2395,Male,9,1.73,79,67,High School,Unsatisfied,No,Yes,3.74,No,Good
2396,Female,12,3.54,100,64,Master's,Satisfied,Yes,No,6.01,No,Excellent
2397,Female,10,2.38,84,80,High School,Satisfied,Yes,Yes,2.94,No,Good
2398,Female,12,3.4,97,38,High School,Neutral,Yes,Yes,1.98,Yes,Good
2399,Male,10,0,80,91,Master's,Satisfied,No,Yes,4.03,No,Average
2400,Male,11,0.65,54,83,Bachelor's,Unsatisfied,Yes,Yes,3.4,No,Good
2401,Male,10,3.37,74,60,High School,Satisfied,Yes,Yes,9.07,Yes,Excellent
2402,Male,11,1.55,86,65,PhD,Very Satisfied,No,Yes,5.01,Yes,Average
2403,Male,12,3.74,56,62,Master's,Satisfied,Yes,Yes,3.39,No,Average
2404,Female,9,1.31,82,66,High School,Satisfied,Yes,Yes,2.42,Yes,Good
2405,Female,12,4.2,66,75,High School,Satisfied,No,Yes,1.18,No,Good
2406,Male,9,3.84,100,67,Master's,Neutral,No,Yes,2.46,Yes,Average
2407,Female,11,3.49,66,39,Bachelor's,Very Satisfied,Yes,Yes,4.17,No,Excellent
2408,Female,9,4.27,84,92,High School,Unsatisfied,Yes,Yes,6.14,No,Poor
2409,Male,10,0.94,90,100,Master's,Satisfied,Yes,Yes,5.68,No,Average
2410,Male,9,3.63,87,75,PhD,Satisfied,Yes,Yes,4.34,No,Good
2411,Female,12,0.64,98,65,High School,Satisfied,No,Yes,3.52,No,Average
2412,Female,10,3.76,69,57,Master's,Satisfied,Yes,Yes,4.4,Yes,Good
2413,Male,10,5.15,81,96,Master's,Very Satisfied,No,Yes,3.22,No,Average
2414,Female,10,2.88,66,88,High School,Satisfied,No,No,6.58,No,Poor
2415,Male,12,2.12,91,75,High School,Very Satisfied,Yes,No,3.72,No,Average
2416,Female,10,0.69,86,100,Bachelor's,Neutral,Yes,Yes,3.87,No,Excellent
2417,Male,11,3.74,84,91,PhD,Neutral,Yes,Yes,1,No,Good
2418,Male,9,3.32,87,58,Master's,Unsatisfied,No,No,3.71,No,Good
2419,Male,9,3.35,95,62,PhD,Satisfied,No,No,5.25,No,Average
2420,Male,11,5.14,84,61,High School,Neutral,Yes,Yes,2.4,No,Good
2421,Male,10,4.5,82,86,Bachelor's,Satisfied,No,Yes,2.87,No,Good
2422,Male,9,2.56,84,82,Bachelor's,Satisfied,Yes,Yes,5.19,No,Excellent
2423,Male,12,3.44,65,58,Master's,Neutral,No,No,1.79,No,Good
2424,Female,10,4.39,83,67,High School,Satisfied,Yes,Yes,5.59,No,Good
2425,Male,10,0.96,74,44,PhD,Very Satisfied,Yes,Yes,3.2,No,Poor
2426,Female,9,2.85,79,60,High School,Satisfied,No,Yes,3.42,No,Good
2427,Male,12,2.9,88,100,Bachelor's,Satisfied,Yes,Yes,2.31,Yes,Good
2428,Male,12,0.73,96,89,Bachelor's,Unsatisfied,Yes,Yes,4.57,No,Excellent
2429,Male,12,1.83,87,68,PhD,Neutral,Yes,Yes,7.69,Yes,Average
2430,Female,10,3.28,100,84,Master's,Unsatisfied,Yes,Yes,5.17,Yes,Average
2431,Female,11,3.76,80,52,High School,Satisfied,Yes,Yes,2.7,No,Good
2432,Male,12,2.69,97,52,Bachelor's,Neutral,No,Yes,5.7,No,Average
2433,Female,10,1.42,86,60,Master's,Satisfied,Yes,Yes,3.52,No,Average
2434,Female,9,1.81,80,54,PhD,Unsatisfied,Yes,Yes,6.06,No,Excellent
2435,Female,9,1.54,92,55,Bachelor's,Satisfied,No,Yes,5.21,No,Good
2436,Male,9,0.6,78,85,Master's,Satisfied,Yes,Yes,1,Yes,Excellent
2437,Male,11,2.7,80,75,PhD,Neutral,Yes,Yes,2.49,No,Excellent
2438,Female,12,0.38,89,80,Master's,Satisfied,No,Yes,5.42,No,Average
2439,Male,9,2.39,95,58,Bachelor's,Satisfied,No,Yes,4.23,No,Good
2440,Male,11,4.69,86,69,High School,Neutral,No,Yes,2.46,No,Poor
2441,Female,10,2.97,83,93,Master's,Satisfied,No,Yes,3.05,No,Excellent
2442,Female,11,1.38,77,90,PhD,Satisfied,Yes,Yes,1.14,No,Good
2443,Female,11,2.11,94,100,High School,Satisfied,No,Yes,3.87,No,Average
2444,Female,12,2.4,91,57,Bachelor's,Very Satisfied,Yes,Yes,7.32,No,Average
2445,Female,11,4.13,86,82,Bachelor's,Satisfied,No,Yes,5.21,No,Good
2446,Male,10,2.03,68,82,PhD,Satisfied,Yes,Yes,7.29,No,Average
2447,Male,12,0,81,89,PhD,Neutral,No,Yes,5.32,No,Average
2448,Male,9,3.29,100,90,High School,Neutral,No,Yes,5.54,No,Good
2449,Male,12,2.02,85,74,High School,Neutral,No,Yes,6.96,No,Excellent
2450,Male,11,0.63,75,66,Bachelor's,Satisfied,Yes,Yes,4.57,No,Average
2451,Male,12,0,85,71,Bachelor's,Satisfied,Yes,Yes,3.72,No,Good
2452,Male,11,0.49,89,85,High School,Unsatisfied,No,Yes,5.55,No,Excellent
2453,Male,11,3.34,81,83,Bachelor's,Satisfied,No,Yes,6.18,No,Poor
2454,Female,12,4.02,88,62,Bachelor's,Satisfied,Yes,Yes,3.28,No,Excellent
2455,Female,12,3.41,96,66,Bachelor's,Neutral,No,Yes,2.92,No,Average
2456,Female,10,6.15,79,75,Master's,Neutral,No,Yes,4.21,Yes,Good
2457,Female,11,1.99,87,48,Master's,Unsatisfied,Yes,Yes,5.25,No,Good
2458,Female,11,2.18,74,77,Bachelor's,Neutral,No,Yes,5.2,No,Good
2459,Male,11,4.49,91,39,High School,Neutral,Yes,Yes,1.86,No,Excellent
2460,Male,10,6.06,87,63,High School,Unsatisfied,Yes,Yes,6.87,Yes,Average
2461,Female,10,3.24,86,64,Bachelor's,Satisfied,Yes,Yes,3.04,No,Average
2462,Male,9,3.3,78,68,Master's,Very Satisfied,Yes,Yes,3.6,No,Good
2463,Male,11,1.97,70,77,Bachelor's,Very Satisfied,No,Yes,2.65,No,Excellent
2464,Female,9,3.88,90,87,PhD,Satisfied,Yes,Yes,8.05,No,Average
2465,Female,10,3.49,79,87,PhD,Very Satisfied,No,Yes,4.36,No,Excellent
2466,Male,9,0.96,75,60,PhD,Satisfied,No,Yes,2.72,No,Average
2467,Female,11,4.62,94,82,Bachelor's,Neutral,No,Yes,5.3,No,Average
2468,Male,12,4.61,76,80,Bachelor's,Neutral,Yes,Yes,5.15,No,Good
2469,Female,9,2.81,93,73,High School,Satisfied,No,Yes,3.72,Yes,Poor
2470,Female,9,2.42,90,88,Bachelor's,Very Satisfied,Yes,Yes,5.26,No,Good
2471,Female,11,2,84,59,High School,Unsatisfied,Yes,Yes,2.76,No,Poor
2472,Male,10,0,87,84,Master's,Satisfied,Yes,Yes,3.26,No,Average
2473,Male,9,3.39,65,69,High School,Very Satisfied,Yes,No,1,No,Good
2474,Male,12,0,98,58,High School,Satisfied,No,Yes,2.01,No,Good
2475,Male,11,4.88,94,61,Bachelor's,Satisfied,Yes,Yes,6.71,No,Good
2476,Female,11,1.3,88,62,Bachelor's,Unsatisfied,No,Yes,6.46,No,Good
2477,Female,11,3.15,80,48,Bachelor's,Satisfied,Yes,Yes,4.1,No,Average
2478,Male,10,0,87,66,Master's,Satisfied,Yes,Yes,6.49,No,Good
2479,Female,12,2.17,91,92,Bachelor's,Very Satisfied,No,Yes,3.76,No,Excellent
2480,Female,12,2.59,81,82,High School,Satisfied,No,Yes,3.63,No,Excellent
2481,Male,10,0.96,87,83,High School,Satisfied,Yes,Yes,4.08,No,Average
2482,Female,9,4.02,65,63,PhD,Satisfied,Yes,Yes,3.81,No,Poor
2483,Female,9,1.68,85,82,High School,Satisfied,Yes,Yes,3.68,Yes,Excellent
2484,Female,12,5.25,80,67,High School,Satisfied,Yes,Yes,5.72,No,Good
2485,Male,10,4.72,87,94,High School,Satisfied,No,Yes,4.23,No,Good
2486,Female,9,3.43,73,55,Master's,Satisfied,No,Yes,5.07,No,Good
2487,Female,12,0.67,91,92,Bachelor's,Satisfied,Yes,Yes,5.55,Yes,Average
2488,Male,9,5.77,93,92,High School,Satisfied,No,Yes,4.58,No,Good
2489,Female,9,2.13,73,87,Master's,Very Satisfied,Yes,Yes,2.54,Yes,Excellent
2490,Female,10,3.63,86,80,Bachelor's,Satisfied,Yes,Yes,1.97,No,Good
2491,Male,9,3.48,97,94,High School,Neutral,Yes,Yes,4.22,No,Average
2492,Male,11,3.82,93,82,Bachelor's,Satisfied,No,Yes,3.74,No,Average
2493,Female,12,2.31,92,54,PhD,Very Satisfied,Yes,Yes,4.13,Yes,Average
2494,Female,9,4.58,73,79,Master's,Neutral,Yes,Yes,3.98,No,Good
2495,Male,10,1.73,90,74,Bachelor's,Very Satisfied,Yes,Yes,7.88,Yes,Average
2496,Male,11,0.61,89,66,High School,Neutral,Yes,Yes,2,No,Poor
2497,Female,11,4.32,85,80,High School,Neutral,No,Yes,1.02,No,Excellent
2498,Male,10,1.56,79,68,Master's,Neutral,Yes,Yes,4.5,No,Average
2499,Male,10,4.29,100,62,Bachelor's,Very Satisfied,Yes,No,3.44,No,Poor
2500,Female,11,4.62,63,57,Master's,Satisfied,No,Yes,4.47,No,Average
